@RELATION svmforemotions
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE class {Happy,Boredom,Disgust,Fear,Neutral,Sad,Anger}

@DATA
0.019913,2.919014,-26.648199,1.148275,-0.481714,-0.142884,-0.361065,-0.218806,0.026317,-0.343986,-0.172350,-0.158592,0.003517,0.198838,-0.093827,0.018724,0.298595,3.613850,1.134646,0.929253,0.600836,0.482000,0.400939,0.333039,0.371979,0.346177,0.407827,0.467400,0.360103,0.345538,Fear
0.013594,2.712117,-26.538189,1.888546,0.201364,-0.352965,-0.604348,-0.207287,0.120480,-0.171919,-0.321830,-0.490610,-0.398891,-0.294766,-0.214473,0.016946,0.699210,2.285626,0.951137,0.666347,0.610745,0.420964,0.241764,0.264136,0.340433,0.247433,0.216617,0.366713,0.310538,0.361635,Fear
0.014470,3.076668,-26.313032,1.572273,0.194109,0.036400,-0.329399,-0.263361,0.101027,-0.209881,-0.130678,-0.556635,-0.478510,-0.186842,-0.391735,0.016359,0.203943,2.756243,1.048435,0.889375,0.574205,0.420276,0.393249,0.244140,0.349475,0.254365,0.401314,0.408942,0.370394,0.376463,Fear
0.020423,2.815107,-26.912801,1.565056,0.083869,-0.178830,-0.294810,-0.034726,0.147889,-0.077816,-0.246474,-0.405265,-0.317044,-0.135231,-0.176649,0.020264,0.418934,2.671928,1.118892,0.833322,0.466742,0.348342,0.354338,0.325108,0.326873,0.381683,0.352200,0.407693,0.307356,0.323148,Fear
0.008145,2.850256,-29.524603,1.024980,0.091670,-0.251602,-0.356021,-0.112383,-0.159321,-0.216754,-0.065628,-0.093823,0.122784,0.254475,-0.071208,0.011099,0.487508,3.080339,1.046684,0.695084,0.406101,0.397175,0.373372,0.342469,0.395974,0.387371,0.430797,0.322071,0.345660,0.220679,Fear
0.014044,3.009945,-32.862391,1.802967,0.123573,0.125504,-0.155828,0.095013,0.069916,-0.180258,-0.110422,-0.398942,-0.417309,0.056619,0.032638,0.014166,0.232794,2.844974,0.606571,0.393174,0.175182,0.246069,0.247733,0.217514,0.129696,0.205732,0.187104,0.212093,0.178823,0.185367,Fear
0.012192,2.845297,-27.444106,1.527323,0.150184,-0.584503,-0.525828,-0.409538,-0.423461,-0.421602,-0.173277,-0.033410,0.288867,0.306587,0.070992,0.015720,0.560408,3.198163,1.169520,0.580307,0.337783,0.396849,0.295827,0.437807,0.385478,0.357487,0.271129,0.389926,0.287720,0.185427,Fear
0.009069,2.914183,-27.877542,1.643828,-0.212195,-0.109906,-0.355672,-0.220220,0.033149,-0.387803,-0.316135,-0.361564,-0.087420,0.145385,0.037474,0.010436,0.395956,3.489640,0.962115,0.719714,0.527543,0.463298,0.357006,0.377317,0.308415,0.381050,0.466997,0.384644,0.369112,0.316393,Fear
0.010909,2.821185,-27.676495,1.727645,-0.131723,0.040318,-0.382341,-0.148204,0.224887,-0.388702,-0.283261,-0.485810,-0.266958,-0.014461,-0.000423,0.011956,0.669120,3.589487,1.122181,0.823787,0.591217,0.437941,0.363500,0.348823,0.341336,0.360111,0.383218,0.342720,0.439296,0.437533,Fear
0.027598,2.945515,-25.575617,2.189595,0.361108,-0.393108,-0.438894,-0.210791,-0.072589,-0.194673,-0.305885,-0.550825,-0.410915,-0.033408,-0.087354,0.022395,0.353052,2.232080,0.918525,0.493786,0.649983,0.414271,0.344502,0.294148,0.278323,0.262586,0.336996,0.324609,0.311548,0.250522,Fear
0.021718,2.956254,-25.702344,2.209228,0.386633,-0.284374,-0.346700,-0.119090,-0.065400,-0.063178,-0.233269,-0.496679,-0.508024,-0.282038,-0.304153,0.015922,0.362203,1.982961,0.934687,0.699752,0.558280,0.391375,0.332436,0.319017,0.382399,0.311432,0.348968,0.434511,0.360553,0.441359,Fear
0.014189,2.745752,-27.525622,1.651927,0.430210,0.169993,-0.159263,-0.040695,-0.067857,0.026696,-0.097839,-0.019642,-0.248310,0.037355,-0.176775,0.020341,0.592171,3.694771,0.873589,1.257111,0.616054,0.583023,0.408907,0.349958,0.278329,0.303411,0.279607,0.297754,0.239225,0.334553,Fear
0.017468,2.992931,-26.083334,2.007091,0.458111,0.389719,-0.104487,0.047382,0.124006,-0.058033,-0.077814,0.161647,-0.134447,0.241074,-0.112347,0.017904,0.287458,3.031260,0.949670,1.029655,0.482102,0.578804,0.317821,0.329685,0.254512,0.262579,0.240433,0.239040,0.234312,0.312154,Fear
0.030888,2.902554,-25.598612,1.656715,0.025461,0.196419,-0.231716,0.002514,0.083523,0.037557,-0.182842,-0.004461,-0.323442,0.053043,-0.303584,0.036898,0.399162,3.938303,0.919076,1.210761,0.588915,0.571003,0.355763,0.299935,0.268801,0.263471,0.382444,0.339070,0.306795,0.436143,Fear
0.017652,2.867882,-26.438040,1.942730,0.691340,-0.016248,-0.424181,-0.211604,-0.038131,0.008776,-0.222539,0.030383,-0.166743,-0.037298,-0.389668,0.020290,0.530851,2.903412,1.215368,1.007469,0.421374,0.497891,0.401246,0.281306,0.334120,0.260040,0.229653,0.395728,0.304041,0.372942,Fear
0.017836,2.844409,-26.910849,1.842956,0.290311,0.089197,-0.121765,-0.125376,0.079874,0.020226,-0.136289,0.076593,-0.177179,0.071488,-0.237629,0.023448,0.423919,4.678472,0.975776,1.043091,0.630094,0.537021,0.366472,0.415746,0.285862,0.329451,0.334116,0.311544,0.310534,0.282425,Fear
0.025735,2.960022,-25.250382,2.047827,0.602225,0.630983,0.305653,0.002104,0.292944,0.128822,0.121417,0.159030,-0.062306,0.245912,-0.022082,0.019323,0.316952,1.480026,0.995807,0.749427,0.439558,0.537301,0.312087,0.298032,0.265370,0.278216,0.232246,0.175280,0.195518,0.163458,Fear
0.015341,2.858899,-26.669861,2.064110,0.989745,0.081147,-0.403946,0.003836,-0.048664,0.167922,-0.046523,0.106679,-0.152637,0.237382,-0.204028,0.016799,0.386529,3.086682,1.006037,0.817615,0.504898,0.433861,0.324036,0.315965,0.291557,0.254834,0.289264,0.204491,0.216942,0.294510,Fear
0.013272,2.941345,-26.355434,1.754166,0.545466,-0.031409,-0.418739,0.002478,-0.054318,0.042250,-0.213398,-0.085535,-0.268041,-0.055400,-0.324187,0.014912,0.358453,3.026716,0.955517,1.105233,0.481196,0.498592,0.293954,0.370809,0.344706,0.335479,0.299055,0.390632,0.297264,0.334812,Fear
0.013097,2.942483,-26.702970,1.282943,-0.139801,-0.160432,-0.267174,-0.248020,-0.451910,-0.637554,-0.436949,-0.264426,0.069708,0.515086,-0.099307,0.016277,0.409191,3.116720,1.200934,0.900778,0.506152,0.484295,0.311932,0.319862,0.387712,0.282284,0.383237,0.429671,0.524662,0.256842,Fear
0.016005,2.681796,-26.743383,0.738121,0.003678,-0.489854,-0.459081,-0.289700,-0.247153,-0.424638,-0.185283,0.038573,0.140569,0.302039,-0.043712,0.018443,0.713359,3.806442,1.108141,0.933954,0.565342,0.509402,0.452408,0.468192,0.401217,0.429311,0.452365,0.354880,0.398441,0.286643,Fear
0.014460,2.801079,-29.788362,0.791494,0.488032,-0.203803,-0.287713,-0.251680,-0.367317,-0.187060,-0.015808,-0.057625,0.119331,0.251662,-0.145937,0.018983,0.339916,2.140325,0.841843,0.407520,0.387293,0.303305,0.246744,0.304402,0.395173,0.278159,0.268599,0.348426,0.262509,0.163210,Fear
0.007955,2.705698,-28.028989,0.511828,-0.314855,-0.165809,-0.398000,-0.324106,-0.270071,-0.458490,0.027413,0.317985,0.147522,0.198973,-0.235338,0.013848,0.562415,3.945735,0.865746,0.862720,0.764733,0.547952,0.405641,0.468660,0.503665,0.424382,0.462403,0.382693,0.394366,0.275506,Fear
0.008272,2.705629,-28.802616,0.766861,-0.230885,-0.281927,-0.390764,-0.355711,-0.065953,-0.534541,-0.140953,0.124251,0.215246,0.397097,-0.037700,0.013742,0.532829,2.708222,0.821697,0.682576,0.613421,0.369334,0.381716,0.437050,0.355740,0.375837,0.362395,0.366359,0.335646,0.247307,Fear
0.004572,2.532204,-30.059333,1.207678,0.447401,-0.342684,-0.089332,-0.318694,-0.398348,-0.288297,-0.046391,0.097508,0.177484,0.070759,-0.348628,0.006797,0.303435,2.220878,0.697320,0.610404,0.414624,0.311265,0.288946,0.357539,0.300305,0.289718,0.336619,0.318700,0.335017,0.181407,Fear
0.025848,2.904910,-26.927616,1.206126,0.376556,-0.400194,-0.279628,-0.270391,-0.263902,-0.393102,-0.320174,-0.203384,-0.056559,0.266288,-0.169109,0.028031,0.496537,4.011407,0.865748,0.702416,0.657526,0.474395,0.363756,0.350691,0.370397,0.380462,0.343905,0.389857,0.383972,0.340620,Fear
0.013426,2.619573,-28.481935,2.079095,0.106869,0.091112,-0.261505,0.198823,0.328166,0.016526,0.099074,0.209276,-0.047659,0.073176,0.007751,0.014784,0.648858,4.564865,1.285260,0.826500,0.453353,0.535526,0.409490,0.385361,0.341014,0.369936,0.258717,0.207268,0.208697,0.195930,Neutral
0.020973,2.690400,-27.617820,2.505927,0.715298,0.096213,-0.205661,-0.005407,0.055743,0.012275,-0.035540,0.167776,0.068701,0.087915,0.048745,0.025220,0.498836,4.407520,0.882753,0.959467,0.572517,0.631533,0.323378,0.289288,0.191881,0.262277,0.200820,0.205766,0.173666,0.155018,Neutral
0.015859,2.664840,-27.029276,2.428645,-0.036880,0.058563,-0.132291,-0.001638,0.282880,0.070867,-0.078476,0.229263,-0.084609,0.178340,0.008461,0.021563,0.580155,4.383106,0.845238,1.120402,0.369991,0.627692,0.382207,0.509001,0.379721,0.269479,0.333537,0.223648,0.213859,0.159981,Neutral
0.014018,2.585720,-28.208340,1.929830,0.203799,-0.030291,-0.358717,-0.007071,0.243684,0.015150,0.109016,0.171065,-0.034743,0.139981,-0.019516,0.015680,0.548248,3.338646,1.379217,0.698091,0.422336,0.475064,0.208344,0.337779,0.249267,0.273885,0.199244,0.244737,0.161539,0.179040,Neutral
0.030149,2.721900,-26.024981,2.566747,0.328725,0.077395,-0.242895,-0.143178,0.135740,0.089619,0.008508,0.182338,-0.177692,0.266620,-0.079396,0.031969,0.390998,3.847428,1.331922,0.709082,0.335202,0.442378,0.388500,0.383758,0.326727,0.187467,0.244799,0.242132,0.198805,0.172303,Neutral
0.013684,2.675764,-27.472909,2.392878,0.684663,0.098494,-0.370408,0.043990,-0.083001,0.050188,0.118480,0.132069,-0.061584,0.199088,-0.032755,0.015571,0.534319,3.512637,1.265949,0.730871,0.508053,0.446217,0.237645,0.486167,0.259836,0.310402,0.178610,0.254311,0.232641,0.180143,Neutral
0.014308,2.628155,-26.772319,2.493159,0.071558,0.003369,-0.279026,-0.024417,0.195219,-0.054176,0.098116,0.184719,-0.044239,0.086692,0.021882,0.016356,0.501033,3.651905,1.154114,0.950366,0.468573,0.467852,0.343182,0.390967,0.266800,0.343261,0.170368,0.182857,0.182184,0.207383,Neutral
0.012999,2.756056,-27.217419,2.538115,0.100696,0.072257,-0.118357,-0.026877,0.159285,-0.007728,0.077543,0.159336,-0.086890,0.115304,-0.016480,0.013994,0.466165,3.062786,1.093342,0.855989,0.442147,0.563280,0.383766,0.349115,0.289516,0.328070,0.237847,0.192393,0.217297,0.187055,Neutral
0.013159,2.670726,-27.489303,2.640467,0.587722,-0.061438,-0.273517,-0.051144,-0.009266,0.161384,0.014620,0.163342,-0.097179,0.106783,-0.011778,0.014896,0.510953,3.673950,0.969995,0.786682,0.466992,0.391894,0.315752,0.430452,0.323639,0.262353,0.240670,0.260743,0.185186,0.198408,Neutral
0.018421,2.744276,-27.870547,2.642777,0.473454,0.026059,-0.273442,0.022058,0.004331,0.123165,-0.028801,0.211888,0.054424,0.153498,-0.005719,0.021004,0.459849,3.047030,0.962239,0.693499,0.353766,0.396704,0.352937,0.404323,0.245748,0.247701,0.178093,0.242723,0.214157,0.154107,Neutral
0.012121,2.716161,-28.718091,2.868815,0.455724,-0.010827,-0.320600,0.196577,-0.085430,0.082304,0.072785,0.174590,-0.024544,0.055168,-0.092042,0.013790,0.465654,3.289698,1.087430,0.838009,0.321460,0.349876,0.409239,0.345624,0.217898,0.243816,0.196696,0.220267,0.211794,0.197722,Neutral
0.015975,2.795952,-28.550095,2.333392,0.232828,0.198907,-0.114120,-0.057671,0.090586,-0.156922,-0.081930,-0.129323,-0.171182,-0.056990,-0.183660,0.018061,0.515945,3.082532,1.187317,0.918377,0.570466,0.431093,0.440951,0.343371,0.333079,0.306376,0.277675,0.319758,0.290109,0.273227,Neutral
0.036879,2.758323,-27.077597,2.509744,0.249899,0.048768,-0.106722,0.016785,0.051763,-0.043435,-0.156459,-0.133743,-0.214588,-0.113797,-0.260603,0.037609,0.499771,4.307742,1.012282,0.930169,0.467826,0.359236,0.314889,0.247366,0.280435,0.213988,0.270510,0.323215,0.299825,0.323761,Neutral
0.023221,2.847886,-26.988832,2.541826,0.151557,0.225713,-0.157544,-0.077024,0.119607,-0.060356,-0.108441,-0.130858,-0.180574,0.007556,-0.289922,0.026746,0.463818,3.582993,1.032950,1.116867,0.619128,0.464458,0.306828,0.305527,0.269152,0.338643,0.297817,0.233513,0.258360,0.367061,Neutral
0.010958,2.765320,-28.817180,2.239371,0.336133,-0.014568,-0.278094,0.020925,0.186197,-0.012569,0.019778,-0.176862,-0.228230,0.007067,-0.247784,0.012371,0.448968,3.043574,1.434638,0.801977,0.383867,0.494021,0.296444,0.280305,0.283325,0.300688,0.304702,0.317857,0.294831,0.363956,Neutral
0.029740,2.899110,-28.922569,2.443383,0.488199,0.021924,-0.136452,-0.277246,0.034666,-0.069454,-0.178493,-0.080159,-0.146932,0.045060,-0.125081,0.028272,0.310623,2.275835,0.966217,0.496895,0.284258,0.280674,0.238245,0.238428,0.194986,0.218441,0.175136,0.236394,0.228300,0.255601,Neutral
0.045159,2.893717,-26.681573,2.470794,0.778560,-0.059821,-0.238783,-0.013688,-0.068607,-0.100971,-0.226781,-0.208300,-0.128377,0.053707,-0.120413,0.042296,0.384406,3.251932,1.432460,0.576924,0.514171,0.416739,0.287606,0.306462,0.311085,0.320195,0.309190,0.289199,0.299134,0.366730,Neutral
0.011181,2.787668,-30.232494,2.400456,0.080546,0.276742,0.032487,-0.090888,-0.029940,-0.221811,-0.153515,-0.080730,-0.075566,0.036967,-0.142578,0.011345,0.410502,2.484790,1.001289,0.707036,0.460600,0.326517,0.238575,0.265061,0.254866,0.233480,0.201415,0.250407,0.218206,0.254013,Neutral
0.024158,2.818995,-26.863836,2.413775,-0.159492,0.056110,-0.108827,-0.161183,0.008758,-0.155478,-0.185487,-0.192961,-0.236958,-0.043202,-0.127079,0.022268,0.577461,3.131253,1.142473,0.905059,0.495129,0.388229,0.351082,0.301897,0.337961,0.287216,0.299952,0.357421,0.318210,0.351122,Neutral
0.017169,2.795117,-27.488609,2.690109,0.411645,-0.061082,-0.262040,-0.022856,0.038391,0.014433,-0.134033,-0.078330,-0.164975,-0.049750,-0.303456,0.019886,0.479721,3.218875,1.074523,0.714914,0.502828,0.337144,0.370240,0.347026,0.327654,0.321201,0.240924,0.267560,0.308180,0.364645,Neutral
0.011892,2.861289,-28.380950,2.632736,0.526017,-0.042853,-0.144577,-0.141274,-0.101849,0.012104,-0.166909,-0.045430,-0.143836,0.067309,-0.228385,0.011647,0.496269,2.841329,0.776034,0.760657,0.528625,0.351850,0.307932,0.265877,0.357370,0.236705,0.234837,0.308162,0.351890,0.414541,Neutral
0.012324,2.837882,-27.391644,1.891984,0.301026,0.419060,-0.041199,-0.125974,0.240579,-0.256186,0.007069,-0.229594,0.068386,0.083268,-0.029882,0.012090,0.568682,4.003743,1.219185,0.793562,0.595337,0.580533,0.333078,0.321987,0.351113,0.278394,0.269660,0.338425,0.218130,0.245479,Neutral
0.017021,2.871032,-26.208800,2.243217,0.050943,0.268667,-0.097932,-0.013519,0.172570,-0.268071,0.111692,-0.221186,0.165177,0.022742,-0.125577,0.016832,0.377723,3.585967,1.047588,0.755405,0.718393,0.344548,0.303188,0.324428,0.302637,0.274258,0.281962,0.257343,0.210610,0.216662,Neutral
0.007245,2.728892,-28.912292,2.371527,0.438224,0.109727,-0.245764,0.066476,0.168868,0.022233,0.065969,-0.222108,0.090309,0.192364,-0.134732,0.008511,0.477473,1.731355,1.144212,0.610379,0.399410,0.336862,0.213104,0.250088,0.222946,0.179442,0.238694,0.204344,0.189786,0.199624,Neutral
0.044754,2.801207,-25.848684,2.628038,0.472825,0.033142,-0.210809,0.042217,0.157817,-0.124432,0.102510,-0.235161,-0.028434,-0.083511,-0.121849,0.042025,0.593447,3.616300,1.217702,0.619427,0.528411,0.607197,0.289024,0.440939,0.232588,0.266725,0.275841,0.247928,0.236292,0.290833,Neutral
0.020484,2.709333,-27.229032,2.267108,0.743301,-0.276869,-0.046303,-0.036429,0.181664,-0.014745,0.010078,-0.221271,0.106769,-0.153663,-0.141198,0.019495,0.505033,3.731327,1.467693,0.638343,0.679520,0.365661,0.281599,0.275164,0.280471,0.196988,0.279065,0.276573,0.266542,0.287804,Neutral
0.029158,2.724546,-25.698706,2.709792,0.100676,0.280962,-0.142083,0.017693,0.192304,-0.215649,0.062119,-0.098306,0.074425,-0.034811,-0.010028,0.028706,0.565486,2.990485,0.994634,0.818843,0.567786,0.331366,0.326830,0.346282,0.291405,0.253313,0.223618,0.256161,0.221228,0.259207,Neutral
0.023810,2.888006,-26.200417,2.582375,0.160764,0.342489,-0.202869,-0.041463,0.140363,-0.144161,0.067085,-0.137118,0.094647,-0.117445,-0.026961,0.023173,0.471185,2.624791,1.139054,0.873442,0.546654,0.407476,0.298861,0.366059,0.272903,0.307119,0.256853,0.272948,0.215095,0.226500,Neutral
0.015376,2.855243,-27.113625,2.495732,0.734622,0.148533,-0.035898,0.045480,0.030717,-0.042486,0.064111,-0.095521,0.086149,-0.036397,0.033698,0.015640,0.521729,3.066663,1.117537,0.633100,0.547395,0.397184,0.436975,0.352221,0.267737,0.241521,0.231033,0.239166,0.189168,0.170565,Neutral
0.014859,2.844856,-27.659124,2.881446,0.684558,0.226175,-0.031701,-0.045203,0.002885,-0.021607,0.042862,-0.089603,0.054011,0.009238,-0.031839,0.014096,0.368646,2.731139,0.725624,0.526517,0.380792,0.259513,0.236308,0.258804,0.238832,0.222209,0.184392,0.160042,0.192167,0.199129,Neutral
0.017284,2.711136,-26.992136,1.911373,0.276021,0.279608,-0.152360,-0.042712,0.653673,-0.011635,0.075578,0.164639,0.077735,0.175107,-0.006183,0.018033,0.606247,3.307831,1.403636,0.601840,0.364158,0.460846,0.301730,0.288940,0.301858,0.220546,0.254133,0.240754,0.175567,0.168606,Neutral
0.016971,2.754513,-29.861953,2.197781,0.486771,0.230874,-0.285046,-0.015220,0.424689,0.093434,-0.009155,0.149228,0.146168,0.040805,0.003234,0.020797,0.519708,6.654023,1.148634,0.839968,0.533788,0.408818,0.260852,0.326426,0.204861,0.257465,0.247296,0.185011,0.134022,0.190676,Neutral
0.012413,2.672457,-27.127407,2.549929,0.354243,0.304103,0.058169,-0.044431,0.473577,0.120122,0.011101,0.124783,0.077374,0.168479,-0.067561,0.014980,0.486468,3.376268,1.003190,0.840442,0.368853,0.521743,0.261565,0.371342,0.249905,0.247137,0.177202,0.154953,0.201273,0.182136,Neutral
0.031581,2.832962,-25.279589,2.420651,0.295973,0.341262,-0.211624,-0.202673,0.311100,0.400578,0.032241,0.206848,0.000053,0.154515,-0.021839,0.027607,0.409109,2.792498,1.225203,0.740282,0.376090,0.380158,0.275905,0.378265,0.213874,0.258779,0.211675,0.201458,0.160970,0.152526,Neutral
0.006738,2.608506,-28.504778,2.168987,0.159545,0.318991,0.005302,-0.010474,0.427440,0.058777,-0.027675,0.293530,-0.074669,0.220323,-0.022630,0.008718,0.497527,3.626357,1.320260,0.904761,0.520436,0.506785,0.422363,0.439391,0.315554,0.306293,0.213756,0.195627,0.184343,0.167333,Neutral
0.005169,2.623559,-29.072032,2.543172,0.432516,0.230033,0.146977,-0.134827,0.115237,0.116940,-0.041359,0.142320,0.017754,0.014033,0.075581,0.006317,0.622561,3.962125,1.132026,0.861009,0.510467,0.487818,0.186324,0.357406,0.294843,0.242510,0.235222,0.201258,0.145340,0.156784,Neutral
0.012764,2.794233,-27.178275,2.894168,0.370033,0.388650,0.112636,-0.057922,0.261376,0.088386,-0.058950,0.308178,-0.007811,0.135059,0.095770,0.012427,0.338510,3.307133,0.752523,1.019901,0.271572,0.353596,0.400760,0.342331,0.219250,0.148417,0.224757,0.218411,0.136243,0.127651,Neutral
0.017182,2.712201,-27.709861,2.461968,0.300867,0.269207,-0.150446,-0.101277,0.281219,0.118888,0.036538,0.275536,-0.074318,0.119392,0.074375,0.018624,0.506500,2.613425,1.351292,0.695822,0.430084,0.356373,0.332320,0.381768,0.229622,0.243173,0.202740,0.209418,0.153623,0.149123,Neutral
0.023535,2.779178,-26.403738,2.999225,0.908784,0.224120,-0.132290,-0.018791,-0.077454,0.188386,0.100371,0.021602,-0.024054,0.054842,0.044676,0.020415,0.385589,2.456153,1.178682,0.564531,0.448883,0.446796,0.246195,0.455916,0.221600,0.198080,0.224835,0.226514,0.147823,0.151919,Neutral
0.007351,2.678276,-27.597641,2.432981,0.144980,0.171614,0.111476,-0.209977,0.248092,0.106062,0.088595,0.121783,-0.003267,0.070313,0.116336,0.007307,0.473168,3.690943,1.163343,0.984609,0.508512,0.516562,0.347015,0.486861,0.256440,0.287148,0.229267,0.203615,0.215784,0.145995,Neutral
0.007751,2.696375,-27.930233,2.554974,0.095762,0.363985,0.166441,-0.220785,0.214428,0.113185,0.047300,0.121571,-0.014590,0.097793,0.080322,0.008216,0.495584,3.006224,1.151785,0.990514,0.517233,0.549944,0.418728,0.362298,0.312212,0.248571,0.289761,0.190693,0.194926,0.157795,Neutral
0.021050,2.751502,-26.629311,2.605739,0.845756,0.362337,-0.284138,-0.052595,0.031019,0.201541,-0.077775,0.210097,-0.099015,0.154336,0.110996,0.019786,0.468985,2.609653,1.001297,0.693609,0.505453,0.343174,0.339666,0.355668,0.287590,0.267007,0.221893,0.235335,0.176946,0.174540,Neutral
0.013736,2.837542,-28.718368,2.652410,0.506052,0.378291,0.038266,-0.014038,0.014602,0.089363,0.019245,0.227471,-0.029698,0.102959,0.025601,0.011857,0.329002,2.414073,0.577147,0.546103,0.302127,0.227329,0.277863,0.278116,0.176092,0.149436,0.164237,0.205210,0.148142,0.109944,Neutral
0.008810,2.739277,-26.814628,1.673152,0.200448,-0.072805,-0.180756,0.177351,0.367577,-0.009031,-0.020119,0.179986,-0.105360,0.234021,-0.070227,0.011152,0.500901,3.175989,1.186133,0.882454,0.376359,0.362955,0.323280,0.346580,0.344473,0.328372,0.209936,0.217600,0.229754,0.184505,Neutral
0.021225,2.696224,-26.830635,2.183548,0.399546,-0.045311,-0.094186,-0.182538,0.138399,0.171752,-0.110021,0.066997,-0.068661,0.145935,-0.088656,0.022833,0.586898,5.565195,0.692750,1.073913,0.411232,0.427615,0.264698,0.446610,0.272352,0.296068,0.245307,0.239889,0.185944,0.204317,Neutral
0.007620,2.789562,-28.116795,1.761927,0.223159,-0.114869,-0.256083,0.001068,0.138586,-0.045401,0.169256,0.151389,-0.117674,0.165626,-0.046098,0.008558,0.466429,2.826116,1.132895,0.728370,0.387355,0.406860,0.255381,0.367480,0.222305,0.280219,0.159636,0.216970,0.216281,0.184580,Neutral
0.010426,2.811220,-26.683500,2.026834,0.112573,-0.257465,-0.064845,-0.209639,0.268702,0.024575,-0.054181,0.117836,-0.032681,0.162763,-0.049501,0.011218,0.502939,3.623927,1.032791,1.085081,0.550116,0.386090,0.316861,0.463046,0.248835,0.372220,0.263910,0.237072,0.208127,0.249760,Neutral
0.030515,2.668367,-26.283819,1.971566,-0.061271,0.081039,-0.162102,-0.028881,0.224369,-0.100020,-0.063259,-0.014755,-0.199806,-0.244146,-0.329996,0.028803,0.702120,3.292396,1.359253,0.859877,0.450108,0.422704,0.345316,0.332933,0.407100,0.268609,0.257160,0.289228,0.309234,0.351623,Neutral
0.022801,2.787605,-26.959489,2.353562,0.315274,0.005768,-0.216996,-0.123037,0.115955,0.057193,-0.158251,0.008784,-0.109537,0.018864,-0.152861,0.020811,0.445565,3.665960,1.139284,0.708916,0.552998,0.444440,0.331680,0.318793,0.288887,0.318165,0.259223,0.339114,0.242651,0.305866,Neutral
0.007354,2.606010,-29.971334,2.315821,0.403818,-0.001616,-0.148682,0.029709,0.118762,0.016888,-0.063443,-0.086975,-0.079914,-0.124767,-0.243657,0.008994,0.647398,3.144855,1.310454,0.697480,0.517430,0.352171,0.277913,0.266543,0.200150,0.238797,0.214966,0.285354,0.212875,0.279296,Neutral
0.033925,2.845517,-26.282185,2.998640,0.544110,-0.072965,-0.166183,-0.113012,0.117845,-0.092055,-0.092511,0.001067,-0.114907,0.068171,-0.231008,0.026352,0.440929,2.505947,1.307340,0.619612,0.366023,0.381167,0.252365,0.361833,0.305261,0.353694,0.197170,0.238151,0.298352,0.269064,Neutral
0.033645,2.800273,-26.674335,2.642060,0.766905,-0.035870,-0.078040,-0.123701,0.077917,0.150230,-0.051294,0.041423,-0.077525,-0.039740,-0.238436,0.034815,0.485052,2.943193,1.226304,0.549157,0.532073,0.326473,0.221514,0.258288,0.234522,0.203741,0.196596,0.223603,0.232361,0.258049,Neutral
0.033374,2.867818,-26.062959,2.805732,0.230688,0.204106,-0.151442,-0.067107,0.182500,-0.023360,-0.059723,0.005992,-0.120662,-0.025358,-0.312701,0.033135,0.415474,3.035231,1.109261,0.708210,0.518953,0.409066,0.304717,0.374491,0.380392,0.197666,0.296336,0.297859,0.251084,0.317403,Neutral
0.040781,2.928309,-26.171758,2.798323,0.219993,0.223375,-0.129156,-0.159393,0.201854,-0.043110,-0.027998,-0.041402,-0.152664,-0.186054,-0.318169,0.031681,0.427006,2.514803,1.105030,0.724666,0.476518,0.371469,0.328957,0.247379,0.332153,0.244086,0.234617,0.315603,0.293606,0.247890,Neutral
0.026066,2.887809,-26.585173,2.594878,0.519323,0.010005,-0.179561,0.001083,0.076641,-0.008760,-0.147815,-0.075136,-0.248778,-0.128268,-0.300638,0.024615,0.446424,3.113207,0.911745,0.526909,0.473937,0.337496,0.307144,0.295727,0.285223,0.214217,0.312887,0.333804,0.246828,0.330955,Neutral
0.025272,2.908662,-26.725925,2.880975,0.422445,0.007691,-0.225959,-0.121789,0.043969,0.056034,-0.059800,-0.087228,-0.195083,-0.035514,-0.253967,0.022523,0.334709,2.922932,0.734523,0.695109,0.561882,0.457017,0.285950,0.301729,0.372509,0.208529,0.280391,0.291196,0.220960,0.307305,Neutral
